8 | 8 | WU4911 | AEYX Running | 275
9808 | 9808 | RF5128 | KGZ Waiting | 8
9816 | 9816 | RF5128 | KGZ Running | 395
9818 | 10292 | HF7943 | AEYX Running | 391
9822 | 10418 | CE6996 | HENQ Running | 461
9823 | 9853 | GT2277 | GGFI Running | 342
9833 | 10244 | GN2723 | OTHL Running | 4
9836 | 10324 | BE5343 | SKHG Running | 83
9848 | 9848 | BH6999 | JMR Waiting | 377
9848 | 10322 | IL5709 | AEYX Running | 395
9852 | 10448 | IH3117 | HENQ Running | 61
9853 | 9883 | BU2296 | GGFI Running | 358
9859 | 9859 | XW4568 | KSJ Running | 59
9861 | 9861 | GB7708 | AEYX Waiting | 467
9863 | 9863 | JB8568 | LZY Waiting | 50
9863 | 10248 | RP1389 | OTHL Running | 371
9866 | 10354 | TX1983 | SKHG Running | 108
9882 | 10478 | XT7284 | HENQ Running | 118
9883 | 9913 | GT2277 | GGFI Running | 312
9886 | 10603 | IY5923 | VYN Running | 11
9891 | 10352 | NI1688 | AEYX Running | 246
9893 | 10278 | NT3542 | OTHL Running | 42
9912 | 10508 | PE5383 | HENQ Running | 282
9913 | 9913 | JB8568 | LZY Running | 446
9913 | 9943 | BU2296 | GGFI Running | 328
9916 | 10384 | CE1485 | SKHG Running | 90
9918 | 9918 | XW4568 | KSJ Waiting | 359
9920 | 9920 | LJ8105 | NWS Waiting | 163
9921 | 10382 | PZ3265 | AEYX Running | 79
9923 | 10308 | MB3250 | OTHL Running | 303
9925 | 10258 | IF8167 | VGQ Running | 493
9927 | 9927 | UH2381 | LWT Waiting | 387
9935 | 9935 | HS5200 | GAT Running | 270
9942 | 10538 | HT2553 | HENQ Running | 178
9943 | 9973 | GT2277 | GGFI Running | 282
9946 | 10414 | TK6987 | SKHG Running | 361
9951 | 10568 | YS3084 | HENQ Running | 288
9951 | 10412 | HB1600 | AEYX Running | 16
9965 | 10338 | YS2179 | OTHL Running | 117
9972 | 10598 | YL8763 | HENQ Running | 206
9973 | 10003 | BU2296 | GGFI Running | 298
9976 | 10444 | SN6660 | SKHG Running | 294
9979 | 9979 | XZ1011 | KJK Running | 430
9995 | 10368 | HO6322 | OTHL Running | 85
9997 | 10409 | YL5980 | KJK Running | 89
10002 | 10628 | UC3636 | HENQ Running | 64
10003 | 10033 | GT2277 | GGFI Running | 252
10006 | 10474 | HH5026 | SKHG Running | 234
10009 | 10428 | MA7428 | AEYX Running | 138
10017 | 10017 | LK1459 | AEYX Waiting | 239
10025 | 10398 | GI2602 | OTHL Running | 41
10032 | 10658 | IU6288 | HENQ Running | 261
10033 | 10063 | BU2296 | GGFI Running | 268
10036 | 10504 | LT8080 | SKHG Running | 66
10047 | 10458 | OT8008 | AEYX Running | 331
10050 | 10488 | FU4748 | AEYX Running | 164
10055 | 10428 | XX5071 | OTHL Running | 21
10058 | 10058 | OB2611 | LER Running | 270
10062 | 10688 | BI8641 | HENQ Running | 83
10063 | 10093 | GT2277 | GGFI Running | 222
10066 | 10534 | QQ9383 | SKHG Running | 37
10073 | 10267 | BT1022 | LGO Running | 119
10077 | 10518 | AJ8561 | AEYX Running | 306
10083 | 10083 | LJ8105 | NWS Running | 224
10084 | 10084 | RA6977 | AJN Running | 275
10085 | 10449 | RS1536 | OTHL Running | 164
10092 | 10718 | BW3613 | HENQ Running | 31
10093 | 10123 | BU2296 | GGFI Running | 238
10098 | 10479 | JU4028 | OTHL Running | 260
10102 | 10102 | KF5674 | GKS Waiting | 384
10107 | 10153 | TD6513 | GGFI Running | 41
10107 | 10548 | WU4911 | AEYX Running | 149
10108 | 10108 | YB4870 | LIW Running | 365
10114 | 10564 | SO7413 | SKHG Running | 403
10115 | 10509 | NG2840 | OTHL Running | 37
10122 | 10748 | KU1575 | HENQ Running | 68
10123 | 10183 | GT2277 | GGFI Running | 192
10124 | 10124 | KG1408 | LWT Running | 51
10137 | 10578 | GS3982 | AEYX Running | 170
10144 | 10594 | AJ8361 | SKHG Running | 4
10152 | 10778 | DO3649 | HENQ Running | 185
10153 | 10213 | BU2296 | GGFI Running | 208
10154 | 10539 | CD4515 | OTHL Running | 115
10163 | 10386 | LZ2505 | LGO Running | 483
10167 | 10608 | YS8954 | AEYX Running | 35
10174 | 10598 | XS5253 | SKHG Running | 86
10175 | 10175 | KG1408 | LWT Waiting | 314
10178 | 10178 | UJ3926 | NOO Running | 136
10183 | 10243 | TD6513 | GGFI Running | 11
10184 | 10569 | WT5213 | OTHL Running | 16
10197 | 10638 | BK7385 | AEYX Running | 391
10204 | 10628 | KJ5751 | SKHG Running | 25
10205 | 10205 | HS5200 | GAT Waiting | 422
10208 | 10808 | KI1087 | HENQ Running | 14
10211 | 10211 | RF5128 | KGZ Waiting | 305
10213 | 10254 | GT2277 | GGFI Running | 162
10214 | 10585 | PH3168 | OTHL Running | 38
10225 | 10231 | BH6999 | JMR Running | 439
10227 | 10668 | WD2150 | AEYX Running | 325
10231 | 10231 | RO2320 | JMR Waiting | 273
10234 | 10653 | XP1862 | SKHG Running | 80
10238 | 10822 | TY7283 | HENQ Running | 90
10243 | 10284 | BU2296 | GGFI Running | 178
10244 | 10615 | SI5870 | OTHL Running | 43
10248 | 10248 | GN2723 | GAT Running | 113
10254 | 10254 | TD6513 | GGFI Waiting | 393
10256 | 10698 | LK1459 | AEYX Running | 18
10257 | 10716 | WQ4618 | AEYX Running | 108
10258 | 10258 | JN8912 | VGQ Waiting | 272
10262 | 10262 | RY3235 | AEYX Waiting | 341
10264 | 10683 | VG5876 | SKHG Running | 224
10267 | 10267 | RT3693 | LGO Waiting | 306
10268 | 10268 | FY2231 | VYN Waiting | 324
10268 | 10852 | EY9982 | HENQ Running | 96
10277 | 10277 | XW4568 | KSJ Running | 76
10278 | 10645 | RP1389 | OTHL Running | 341
10284 | 10314 | GT2277 | GGFI Running | 132
10292 | 10746 | JK5854 | AEYX Running | 53
10294 | 10713 | NL3630 | SKHG Running | 106
10298 | 10882 | VU8899 | HENQ Running | 178
10307 | 10307 | LJ8105 | NWS Waiting | 173
10308 | 10675 | NT3542 | OTHL Running | 12
10314 | 10314 | UH2381 | LWT Running | 17
10314 | 10314 | UJ3926 | NOO Waiting | 216
10314 | 10344 | BU2296 | GGFI Running | 148
10322 | 10776 | HF7943 | AEYX Running | 361
10324 | 10743 | QF5776 | SKHG Running | 41
10328 | 10806 | GB7708 | AEYX Running | 166
10328 | 10836 | OB2611 | AEYX Running | 433
10328 | 10912 | JB1993 | HENQ Running | 224
10331 | 10331 | UH2381 | LWT Waiting | 167
10338 | 10687 | MB3250 | OTHL Running | 273
10344 | 10374 | GT2277 | GGFI Running | 102
10352 | 10866 | IL5709 | AEYX Running | 365
10353 | 10404 | XW4568 | GGFI Running | 97
10354 | 10773 | BE5343 | SKHG Running | 53
10358 | 10942 | WO4259 | HENQ Running | 274
10359 | 10359 | JB8568 | LZY Waiting | 131
10359 | 10359 | RA6977 | AJN Waiting | 39
10361 | 10361 | GN2723 | GAT Waiting | 243
10368 | 10717 | YS2179 | OTHL Running | 87
10374 | 10434 | BU2296 | GGFI Running | 118
10382 | 10896 | NI1688 | AEYX Running | 216
10384 | 10803 | TX1983 | SKHG Running | 78
10386 | 10386 | BT1022 | LGO Waiting | 201
10388 | 10972 | FP4980 | HENQ Running | 97
10398 | 10398 | RA6977 | AJN Running | 125
10398 | 10747 | HO6322 | OTHL Running | 55
10404 | 10464 | GT2277 | GGFI Running | 72
10409 | 10409 | XZ1011 | KJK Waiting | 8
10412 | 10926 | PZ3265 | AEYX Running | 49
10414 | 10833 | CE1485 | SKHG Running | 60
10417 | 10498 | XZ1011 | KJK Running | 477
10418 | 11002 | OP8529 | HENQ Running | 24
10428 | 10428 | HB1600 | AEYX Waiting | 223
10428 | 10428 | ST1210 | VYN Waiting | 443
10428 | 10777 | GI2602 | OTHL Running | 11
10434 | 10494 | XW4568 | GGFI Running | 67
10444 | 10863 | TK6987 | SKHG Running | 331
10448 | 11026 | CE6996 | HENQ Running | 431
10449 | 10449 | XX5071 | OTHL Waiting | 404
10458 | 10956 | MA7428 | AEYX Running | 108
10464 | 10524 | BU2296 | GGFI Running | 88
10473 | 11056 | YB4870 | HENQ Running | 360
10474 | 10893 | SN6660 | SKHG Running | 264
10478 | 11086 | IH3117 | HENQ Running | 31
10479 | 10788 | RS1536 | OTHL Running | 134
10480 | 10480 | LJ8105 | NWS Running | 193
10486 | 10486 | KF5674 | GKS Running | 170
10488 | 10986 | OT8008 | AEYX Running | 301
10489 | 10489 | KG1408 | LWT Running | 89
10490 | 10490 | JB8568 | LZY Running | 471
10494 | 10554 | GT2277 | GGFI Running | 42
10498 | 10578 | UH2381 | LWT Running | 71
10498 | 10498 | YL5980 | KJK Waiting | 374
10504 | 10670 | RO2320 | JMR Running | 117
10504 | 10923 | HH5026 | SKHG Running | 204
10508 | 11116 | XT7284 | HENQ Running | 88
10509 | 10818 | JU4028 | OTHL Running | 230
10516 | 10516 | RF5128 | KGZ Running | 431
10518 | 11016 | FU4748 | AEYX Running | 134
10523 | 10523 | RA6977 | AJN Waiting | 140
10524 | 10584 | XW4568 | GGFI Running | 37
10530 | 10751 | JN8912 | VGQ Running | 141
10530 | 10530 | UJ3926 | NOO Running | 399
10534 | 10953 | LT8080 | SKHG Running | 36
10538 | 11146 | PE5383 | HENQ Running | 252
10539 | 10848 | NG2840 | OTHL Running | 7
10548 | 11046 | AJ8561 | AEYX Running | 276
10554 | 10614 | BU2296 | GGFI Running | 58
10564 | 10983 | QQ9383 | SKHG Running | 7
10568 | 11176 | HT2553 | HENQ Running | 148
10569 | 10855 | CD4515 | OTHL Running | 85
10573 | 10869 | RT3693 | LGO Running | 467
10578 | 10578 | KG1408 | LWT Waiting | 149
10578 | 11076 | WU4911 | AEYX Running | 119
10584 | 10644 | GT2277 | GGFI Running | 12
10585 | 10585 | WT5213 | OTHL Waiting | 337
10587 | 11336 | BT1022 | LGO Running | 446
10592 | 10614 | FY2231 | VYN Running | 404
10594 | 10990 | SO7413 | SKHG Running | 373
10598 | 10598 | AJ8361 | SKHG Waiting | 260
10598 | 11206 | YS3084 | HENQ Running | 258
10603 | 10603 | PP4630 | VYN Waiting | 145
10603 | 11106 | RY3235 | AEYX Running | 177
10604 | 10604 | GN2723 | GAT Running | 392
10608 | 11136 | GS3982 | AEYX Running | 140
10614 | 10614 | IY5923 | VYN Waiting | 315
10614 | 10656 | XW4568 | GGFI Running | 7
10615 | 10885 | PH3168 | OTHL Running | 8
10627 | 10996 | HS5200 | GAT Running | 183
10628 | 11020 | XS5253 | SKHG Running | 56
10628 | 11236 | YL8763 | HENQ Running | 176
10638 | 11166 | YS8954 | AEYX Running | 5
10644 | 10663 | BU2296 | GGFI Running | 28
10645 | 10893 | SI5870 | OTHL Running | 13
10647 | 10691 | TD6513 | GGFI Running | 500
10649 | 10906 | UH2381 | OTHL Running | 366
10651 | 11171 | HB1600 | AEYX Running | 191
10653 | 11018 | KJ5751 | VYN Running | 211
10656 | 10656 | GT2277 | DLQ Running | 122
10656 | 11266 | KF5674 | HENQ Running | 39
10658 | 11296 | UC3636 | HENQ Running | 34
10663 | 10663 | RA6977 | AJN Running | 379
10663 | 10663 | XW4568 | Finished | 0
10668 | 11201 | BK7385 | AEYX Running | 361
10670 | 10670 | BH6999 | JMR Waiting | 186
10673 | 10673 | LJ8105 | NWS Waiting | 247
10675 | 10936 | RP1389 | OTHL Running | 311
10683 | 11050 | XP1862 | SKHG Running | 50
10687 | 10687 | NT3542 | OTHL Waiting | 473
10688 | 11326 | IU6288 | HENQ Running | 231
10691 | 11782 | BU2296 | LGO Running | 272
10698 | 11231 | WD2150 | AEYX Running | 295
10713 | 11080 | VG5876 | SKHG Running | 194
10716 | 10716 | LK1459 | LER Running | 111
10717 | 10966 | MB3250 | OTHL Running | 243
10718 | 11356 | BI8641 | HENQ Running | 53
10721 | 10721 | TD6513 | GGFI Running | 470
10727 | 10727 | KG1408 | LWT Running | 392
10743 | 11110 | NL3630 | SKHG Running | 76
10746 | 11261 | WQ4618 | AEYX Running | 78
10747 | 10996 | YS2179 | OTHL Running | 57
10748 | 11229 | PP4630 | VYN Running | 83
10748 | 11386 | BW3613 | HENQ Running | 1
10751 | 10751 | IF8167 | VGQ Waiting | 142
10751 | 10751 | TD6513 | GGFI Running | 440
10773 | 11140 | QF5776 | SKHG Running | 11
10776 | 11291 | JK5854 | AEYX Running | 23
10777 | 11026 | HO6322 | OTHL Running | 25
10778 | 10778 | GT2277 | DLQ Waiting | 133
10778 | 11387 | KU1575 | HENQ Running | 38
10781 | 10781 | TD6513 | GGFI Running | 410
10787 | 10787 | RO2320 | JMR Waiting | 235
10788 | 10788 | GI2602 | OTHL Waiting | 217
10803 | 11151 | BE5343 | SKHG Running | 23
10806 | 11314 | HF7943 | AEYX Running | 331
10808 | 11417 | DO3649 | HENQ Running | 155
10811 | 10811 | TD6513 | GGFI Running | 380
10818 | 11051 | RS1536 | OTHL Running | 104
10822 | 10822 | KI1087 | NLC Running | 8
10827 | 10827 | LK1459 | LER Waiting | 482
10830 | 10830 | KI1087 | NLC Waiting | 67
10833 | 11174 | TX1983 | SKHG Running | 48
10836 | 11344 | GB7708 | AEYX Running | 136
10841 | 10841 | TD6513 | GGFI Running | 350
10848 | 11081 | JU4028 | OTHL Running | 200
10852 | 11447 | TY7283 | HENQ Running | 60
10853 | 11111 | XX5071 | OTHL Running | 359
10855 | 10855 | NG2840 | OTHL Waiting | 395
10856 | 10856 | BH6999 | JMR Running | 272
10858 | 11204 | AJ8361 | SKHG Running | 469
10863 | 11234 | CE1485 | SKHG Running | 30
10866 | 11374 | OB2611 | AEYX Running | 403
10869 | 10871 | LZ2505 | GGFI Running | 174
10871 | 11312 | ST1210 | VYN Running | 5
10871 | 10901 | TD6513 | GGFI Running | 320
10872 | 10975 | YL5980 | KJK Running | 264
10882 | 11477 | EY9982 | HENQ Running | 66
10885 | 11141 | CD4515 | OTHL Running | 55
10892 | 10892 | JN8912 | VGQ Waiting | 190
10893 | 10893 | IF8167 | VGQ Running | 181
10893 | 11119 | PH3168 | LWT Running | 96
10893 | 11264 | TK6987 | SKHG Running | 301
10896 | 11404 | IL5709 | AEYX Running | 335
10897 | 10897 | KI1087 | NLC Running | 57
10901 | 10931 | LZ2505 | GGFI Running | 144
10906 | 10906 | SI5870 | OGD Running | 381
10911 | 10911 | GT2277 | DLQ Running | 11
10912 | 11507 | VU8899 | HENQ Running | 148
10920 | 10920 | LJ8105 | NWS Running | 298
10922 | 10922 | GT2277 | DLQ Waiting | 217
10922 | 11171 | WT5213 | OTHL Running | 431
10923 | 11294 | SN6660 | SKHG Running | 234
10926 | 11434 | NI1688 | AEYX Running | 186
10929 | 11317 | IY5923 | VYN Running | 340
10929 | 10929 | UJ3926 | NOO Waiting | 44
10931 | 10961 | TD6513 | GGFI Running | 290
10936 | 11201 | UH2381 | OTHL Running | 336
10942 | 11537 | JB1993 | HENQ Running | 194
10947 | 11324 | RF5128 | SKHG Running | 349
10953 | 11354 | HH5026 | SKHG Running | 174
10954 | 10954 | KI1087 | NLC Waiting | 242
10956 | 11464 | PZ3265 | AEYX Running | 19
10961 | 10961 | JB8568 | LZY Waiting | 54
10961 | 10991 | LZ2505 | GGFI Running | 114
10966 | 11231 | RP1389 | OTHL Running | 281
10972 | 11567 | WO4259 | HENQ Running | 244
10973 | 10973 | UJ3926 | NOO Running | 295
10975 | 10975 | XZ1011 | KJK Waiting | 104
10983 | 11384 | LT8080 | SKHG Running | 6
10986 | 11483 | MA7428 | AEYX Running | 78
10990 | 10990 | QQ9383 | SKHG Waiting | 138
10991 | 11021 | TD6513 | GGFI Running | 260
10996 | 10996 | GN2723 | GAT Waiting | 295
10996 | 11261 | MB3250 | OTHL Running | 213
11002 | 11597 | FP4980 | HENQ Running | 67
11005 | 11291 | GI2602 | OTHL Running | 215
11015 | 11015 | JB8568 | LZY Running | 253
11016 | 11513 | OT8008 | AEYX Running | 271
11018 | 11018 | FY2231 | VYN Waiting | 101
11020 | 11390 | SO7413 | SKHG Running | 343
11021 | 11051 | LZ2505 | GGFI Running | 84
11022 | 11128 | RO2320 | JMR Running | 76
11026 | 11026 | OP8529 | HENQ Waiting | 188
11026 | 11321 | YS2179 | OTHL Running | 27
11042 | 11042 | RA6977 | AJN Waiting | 174
11046 | 11543 | FU4748 | AEYX Running | 104
11050 | 11420 | XS5253 | SKHG Running | 26
11051 | 11215 | HO6322 | LWT Running | 118
11051 | 11081 | TD6513 | GGFI Running | 230
11056 | 11627 | CE6996 | HENQ Running | 401
11074 | 11074 | IF8167 | VGQ Waiting | 93
11076 | 11573 | AJ8561 | AEYX Running | 246
11079 | 11239 | XZ1011 | KJK Running | 74
11080 | 11446 | XP1862 | SKHG Running | 20
11081 | 11111 | LZ2505 | GGFI Running | 54
11081 | 11348 | RS1536 | OTHL Running | 74
11082 | 11082 | JN8912 | VGQ Running | 78
11086 | 11657 | YB4870 | HENQ Running | 330
11106 | 11603 | WU4911 | AEYX Running | 89
11110 | 11466 | VG5876 | SKHG Running | 164
11111 | 11378 | JU4028 | OTHL Running | 170
11111 | 11141 | TD6513 | GGFI Running | 200
11116 | 11687 | IH3117 | HENQ Running | 1
11119 | 11657 | FY2231 | VYN Running | 78
11119 | 11119 | KG1408 | LWT Waiting | 377
11128 | 11128 | BH6999 | JMR Waiting | 96
11128 | 11496 | QQ9383 | SKHG Running | 367
11136 | 11633 | RY3235 | AEYX Running | 147
11139 | 11139 | GT2277 | DLQ Running | 157
11140 | 11526 | NL3630 | SKHG Running | 46
11141 | 11171 | LZ2505 | GGFI Running | 24
11141 | 11408 | XX5071 | OTHL Running | 329
11146 | 11688 | XT7284 | HENQ Running | 58
11151 | 11151 | QF5776 | SKHG Waiting | 304
11160 | 11438 | JN8912 | OTHL Running | 190
11160 | 11468 | NT3542 | OTHL Running | 276
11166 | 11663 | GS3982 | AEYX Running | 110
11167 | 11167 | IF8167 | VGQ Running | 168
11171 | 11171 | YS8954 | AEYX Waiting | 301
11171 | 11498 | CD4515 | OTHL Running | 25
11171 | 11195 | TD6513 | GGFI Running | 170
11174 | 11174 | BE5343 | HQC Running | 20
11176 | 11718 | PE5383 | HENQ Running | 222
11179 | 11179 | HS5200 | GAT Waiting | 32
11194 | 11194 | BE5343 | HQC Waiting | 294
11195 | 11195 | LZ2505 | Finished | 0
11196 | 11196 | KI1087 | NLC Running | 335
11201 | 11693 | HB1600 | AEYX Running | 161
11201 | 11523 | WT5213 | OTHL Running | 401
11204 | 11204 | RO2320 | JMR Waiting | 199
11204 | 11556 | TX1983 | SKHG Running | 18
11206 | 11748 | HT2553 | HENQ Running | 118
11211 | 11211 | HS5200 | GAT Running | 75
11214 | 11778 | OP8529 | HENQ Running | 249
11215 | 11215 | PH3168 | LWT Waiting | 500
11216 | 11216 | RA6977 | AJN Running | 487
11218 | 11574 | LJ8105 | SKHG Running | 464
11224 | 11224 | BH6999 | JMR Running | 104
11225 | 11225 | TD6513 | GGFI Running | 140
11229 | 11229 | KJ5751 | VYN Waiting | 270
11231 | 11723 | BK7385 | AEYX Running | 331
11231 | 11553 | UH2381 | OTHL Running | 306
11234 | 11604 | AJ8361 | SKHG Running | 439
11236 | 11808 | YS3084 | HENQ Running | 228
11239 | 11753 | YL5980 | AEYX Running | 464
11250 | 11583 | NG2840 | OTHL Running | 454
11255 | 11255 | TD6513 | GGFI Running | 110
11261 | 11613 | RP1389 | OTHL Running | 251
11261 | 11783 | WD2150 | AEYX Running | 265
11264 | 11264 | CE1485 | MDY Running | 165
11266 | 11838 | YL8763 | HENQ Running | 146
11268 | 11868 | JB8568 | HENQ Running | 384
11268 | 11268 | UJ3926 | NOO Waiting | 204
11285 | 11285 | TD6513 | GGFI Running | 80
11286 | 11286 | HS5200 | GAT Waiting | 242
11287 | 11287 | SI5870 | OGD Waiting | 343
11291 | 11291 | GN2723 | GAT Running | 144
11291 | 11643 | MB3250 | OTHL Running | 183
11291 | 11813 | WQ4618 | AEYX Running | 48
11294 | 11634 | TK6987 | SKHG Running | 271
11296 | 11296 | GT2277 | DLQ Waiting | 302
11296 | 11898 | KF5674 | HENQ Running | 9
11309 | 11309 | LK1459 | LER Running | 275
11312 | 11664 | PP4630 | SKHG Running | 357
11313 | 11313 | XZ1011 | KJK Waiting | 127
11314 | 11314 | JK5854 | VCG Running | 140
11315 | 11315 | TD6513 | GGFI Running | 50
11317 | 11317 | ST1210 | VYN Waiting | 207
11321 | 11673 | GI2602 | OTHL Running | 185
11324 | 11694 | SN6660 | SKHG Running | 204
11326 | 11907 | UC3636 | HENQ Running | 4
11328 | 11345 | BH6999 | GGFI Running | 323
11333 | 11333 | HO6322 | LWT Waiting | 155
11335 | 11703 | IF8167 | OTHL Running | 5
11336 | 11336 | RT3693 | LGO Waiting | 425
11344 | 11843 | HF7943 | AEYX Running | 301
11345 | 11375 | TD6513 | GGFI Running | 20
11348 | 11435 | YS2179 | GAT Running | 432
11354 | 11724 | RF5128 | SKHG Running | 319
11356 | 11911 | IU6288 | HENQ Running | 201
11374 | 11873 | GB7708 | AEYX Running | 106
11375 | 11395 | BH6999 | GGFI Running | 293
11378 | 11708 | RS1536 | OTHL Running | 44
11384 | 11754 | HH5026 | SKHG Running | 144
11386 | 11941 | BI8641 | HENQ Running | 23
11387 | 11387 | BW3613 | NOO Running | 452
11390 | 11390 | LT8080 | SKHG Waiting | 489
11395 | 11395 | TD6513 | JMR Running | 490
11403 | 11885 | RO2320 | JMR Running | 389
11404 | 11903 | OB2611 | AEYX Running | 373
11408 | 11738 | JU4028 | OTHL Running | 140
11417 | 11964 | KU1575 | HENQ Running | 8
11420 | 11784 | SO7413 | SKHG Running | 313
11425 | 11425 | BH6999 | GGFI Running | 263
11429 | 11429 | CE1485 | MDY Waiting | 90
11434 | 11933 | IL5709 | AEYX Running | 305
11435 | 11435 | GN2723 | GAT Waiting | 157
11438 | 11768 | XX5071 | OTHL Running | 299
11440 | 11440 | XZ1011 | KJK Running | 308
11446 | 11446 | XS5253 | SKHG Waiting | 273
11447 | 11972 | DO3649 | HENQ Running | 125
11454 | 11454 | JK5854 | VCG Waiting | 29
11455 | 11814 | QF5776 | SKHG Running | 213
11455 | 11455 | BH6999 | GGFI Running | 233
11464 | 11963 | NI1688 | AEYX Running | 156
11466 | 11466 | XP1862 | GBE Running | 493
11468 | 11798 | JN8912 | OTHL Running | 160
11472 | 11839 | UJ3926 | NOO Running | 272
11472 | 11993 | YS8954 | AEYX Running | 242
11477 | 12002 | TY7283 | HENQ Running | 30
11483 | 11483 | JK5854 | VCG Running | 108
11483 | 11591 | PZ3265 | VCG Running | 192
11485 | 11485 | BH6999 | GGFI Running | 203
11488 | 11488 | BE5343 | HQC Running | 199
11488 | 11488 | HO6322 | LWT Running | 263
11496 | 11751 | KG1408 | LWT Running | 175
11496 | 11844 | VG5876 | SKHG Running | 134
11498 | 11828 | NT3542 | OTHL Running | 246
11499 | 11735 | KJ5751 | VYN Running | 361
11507 | 12032 | EY9982 | HENQ Running | 36
11513 | 12023 | MA7428 | AEYX Running | 48
11515 | 11515 | BH6999 | GGFI Running | 173
11519 | 11519 | CE1485 | MDY Running | 382
11523 | 11523 | CD4515 | OGD Running | 15
11524 | 12096 | ST1210 | VYN Running | 433
11526 | 11874 | QQ9383 | SKHG Running | 337
11528 | 11867 | HS5200 | GAT Running | 454
11531 | 11531 | KI1087 | NLC Waiting | 289
11537 | 12062 | VU8899 | HENQ Running | 118
11538 | 11538 | CD4515 | OGD Waiting | 330
11543 | 12053 | OT8008 | AEYX Running | 241
11545 | 11545 | BH6999 | GGFI Running | 143
11553 | 11858 | WT5213 | OTHL Running | 371
11556 | 11904 | NL3630 | SKHG Running | 16
11567 | 12092 | JB1993 | HENQ Running | 164
11573 | 12083 | FU4748 | AEYX Running | 74
11574 | 11574 | TX1983 | CPL Running | 229
11575 | 11575 | BH6999 | GGFI Running | 113
11583 | 11888 | UH2381 | OTHL Running | 276
11584 | 11584 | LK1459 | LER Waiting | 385
11591 | 11591 | JK5854 | VCG Waiting | 481
11592 | 12321 | GN2723 | GAT Running | 32
11597 | 12122 | WO4259 | HENQ Running | 214
11598 | 11598 | GT2277 | DLQ Running | 28
11603 | 12113 | AJ8561 | AEYX Running | 216
11604 | 11920 | LJ8105 | SKHG Running | 434
11605 | 11605 | BH6999 | GGFI Running | 83
11613 | 11918 | NG2840 | OTHL Running | 424
11626 | 11635 | GT2277 | GGFI Running | 474
11627 | 12152 | FP4980 | HENQ Running | 37
11630 | 11630 | SI5870 | OGD Running | 327
11633 | 12143 | WU4911 | AEYX Running | 59
11634 | 11950 | AJ8361 | SKHG Running | 409
11635 | 11665 | BH6999 | GGFI Running | 53
11643 | 11948 | RP1389 | OTHL Running | 221
11657 | 11657 | IY5923 | VYN Waiting | 338
11657 | 12182 | CE6996 | HENQ Running | 371
11663 | 12173 | RY3235 | AEYX Running | 117
11664 | 11980 | TK6987 | SKHG Running | 241
11665 | 11695 | GT2277 | GGFI Running | 444
11673 | 11978 | MB3250 | OTHL Running | 153
11687 | 11687 | BE5343 | HQC Waiting | 66
11687 | 12212 | YB4870 | HENQ Running | 300
11688 | 11688 | IH3117 | GKS Running | 70
11693 | 12203 | GS3982 | AEYX Running | 80
11694 | 12010 | PP4630 | SKHG Running | 327
11695 | 11725 | BH6999 | GGFI Running | 23
11703 | 12040 | RA6977 | SKHG Running | 221
11703 | 12008 | GI2602 | OTHL Running | 155
